"01/07/2011","0329135068310","2076.92"
"01/07/2011","0329135054507","715"
"04/07/2011","9580224619780","0"
"04/07/2011","9580224619780","0"
"08/07/2011","9580224619780","0"
"08/07/2011","9580224619780","0"
"11/07/2011","9530341001848","0"
"11/07/2011","0000079142028","170"
"11/07/2011","9580224619780","0"
"15/07/2011","0329135391031","2343.75"
"19/07/2011","0000033001876","0"
"21/07/2011","9580224619780","0"
